"Site","Latitude","Longitude","Year","Date","Depth_ft","Transect","Classcode","Amount","Size","Distance"
"Foulweather Bluff",47.941083,-122.6012,2023,2023-08-09,16,4,"Slender Crab",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2023,2023-08-09,16,4,"Sunflower Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2023,2023-08-09,10,5,"Bat Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2023,2023-08-09,10,5,"Blood Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2023,2023-08-09,10,5,"Blue Striped Sun Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2023,2023-08-09,10,5,"California Sea Cucumber",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2023,2023-08-09,10,5,"Dawson's Sun Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2023,2023-08-09,10,5,"Dungeness Crab",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2023,2023-08-09,10,5,"Giant Pacific Octopus",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2023,2023-08-09,10,5,"Giant Spined Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2023,2023-08-09,10,5,"Green Crab",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2023,2023-08-09,10,5,"Green/Pallid Urchin",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2023,2023-08-09,10,5,"Gumboot Chiton",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2023,2023-08-09,10,5,"Hairy Triton",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2023,2023-08-09,10,5,"Kelp Crab",1,NA,30
"Foulweather Bluff",47.941083,-122.6012,2023,2023-08-09,10,5,"Kelp Crab (Juvenile)",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2023,2023-08-09,10,5,"Large Anemone",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2023,2023-08-09,10,5,"Leather Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2023,2023-08-09,10,5,"Mottled Star",3,NA,30
"Foulweather Bluff",47.941083,-122.6012,2023,2023-08-09,10,5,"Ochre Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2023,2023-08-09,10,5,"Orange Cucumber",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2023,2023-08-09,10,5,"Piddock Clam",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2023,2023-08-09,10,5,"Pinto Abalone",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2023,2023-08-09,10,5,"Plumose Anemone",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2023,2023-08-09,10,5,"Purple Urchin",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2023,2023-08-09,10,5,"Rainbow Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2023,2023-08-09,10,5,"Red Urchin",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2023,2023-08-09,10,5,"Rock Crab",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2023,2023-08-09,10,5,"Rock Scallop",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2023,2023-08-09,10,5,"Short Spined Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2023,2023-08-09,10,5,"Slender Crab",2,NA,30
"Foulweather Bluff",47.941083,-122.6012,2023,2023-08-09,10,5,"Sunflower Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2023,2023-08-09,11,6,"Bat Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2023,2023-08-09,11,6,"Blood Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2023,2023-08-09,11,6,"Blue Striped Sun Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2023,2023-08-09,11,6,"California Sea Cucumber",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2023,2023-08-09,11,6,"Dawson's Sun Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2023,2023-08-09,11,6,"Dungeness Crab",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2023,2023-08-09,11,6,"Giant Pacific Octopus",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2023,2023-08-09,11,6,"Giant Spined Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2023,2023-08-09,11,6,"Green Crab",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2023,2023-08-09,11,6,"Green/Pallid Urchin",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2023,2023-08-09,11,6,"Gumboot Chiton",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2023,2023-08-09,11,6,"Hairy Triton",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2023,2023-08-09,11,6,"Kelp Crab",1,NA,30
"Foulweather Bluff",47.941083,-122.6012,2023,2023-08-09,11,6,"Kelp Crab (Juvenile)",2,NA,30
"Foulweather Bluff",47.941083,-122.6012,2023,2023-08-09,11,6,"Large Anemone",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2023,2023-08-09,11,6,"Leather Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2023,2023-08-09,11,6,"Mottled Star",3,NA,30
"Foulweather Bluff",47.941083,-122.6012,2023,2023-08-09,11,6,"Ochre Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2023,2023-08-09,11,6,"Orange Cucumber",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2023,2023-08-09,11,6,"Piddock Clam",22,NA,30
"Foulweather Bluff",47.941083,-122.6012,2023,2023-08-09,11,6,"Pinto Abalone",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2023,2023-08-09,11,6,"Plumose Anemone",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2023,2023-08-09,11,6,"Purple Urchin",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2023,2023-08-09,11,6,"Rainbow Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2023,2023-08-09,11,6,"Red Urchin",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2023,2023-08-09,11,6,"Rock Crab",2,NA,30
"Foulweather Bluff",47.941083,-122.6012,2023,2023-08-09,11,6,"Rock Scallop",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2023,2023-08-09,11,6,"Short Spined Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2023,2023-08-09,11,6,"Slender Crab",4,NA,30
"Foulweather Bluff",47.941083,-122.6012,2023,2023-08-09,11,6,"Sunflower Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,42,1,"Bat Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,42,1,"Blood Star",2,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,42,1,"Blue Striped Sun Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,42,1,"California Sea Cucumber",4,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,42,1,"Dawson's Sun Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,42,1,"Dungeness Crab",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,42,1,"Giant Pacific Octopus",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,42,1,"Giant Spined Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,42,1,"Green Crab",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,42,1,"Green/Pallid Urchin",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,42,1,"Gumboot Chiton",1,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,42,1,"Hairy Triton",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,42,1,"Kelp Crab",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,42,1,"Kelp Crab (Juvenile)",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,42,1,"Large Anemone",1,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,42,1,"Leather Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,42,1,"Mottled Star",19,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,42,1,"Ochre Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,42,1,"Orange Cucumber",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,42,1,"Piddock Clam",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,42,1,"Pinto Abalone",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,42,1,"Plumose Anemone",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,42,1,"Purple Urchin",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,42,1,"Rainbow Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,42,1,"Red Urchin",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,42,1,"Rock Crab",7,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,42,1,"Rock Scallop",2,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,42,1,"Short Spined Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,42,1,"Slender Crab",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,42,1,"Sunflower Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,44,2,"Bat Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,44,2,"Blood Star",3,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,44,2,"Blue Striped Sun Star",1,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,44,2,"California Sea Cucumber",5,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,44,2,"Dawson's Sun Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,44,2,"Dungeness Crab",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,44,2,"Giant Pacific Octopus",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,44,2,"Giant Spined Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,44,2,"Green Crab",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,44,2,"Green/Pallid Urchin",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,44,2,"Gumboot Chiton",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,44,2,"Hairy Triton",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,44,2,"Kelp Crab",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,44,2,"Kelp Crab (Juvenile)",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,44,2,"Large Anemone",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,44,2,"Leather Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,44,2,"Mottled Star",7,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,44,2,"Ochre Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,44,2,"Orange Cucumber",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,44,2,"Piddock Clam",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,44,2,"Pinto Abalone",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,44,2,"Plumose Anemone",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,44,2,"Purple Urchin",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,44,2,"Rainbow Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,44,2,"Red Urchin",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,44,2,"Rock Crab",7,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,44,2,"Rock Scallop",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,44,2,"Short Spined Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,44,2,"Slender Crab",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,44,2,"Sunflower Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,44,3,"Bat Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,44,3,"Blood Star",3,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,44,3,"Blue Striped Sun Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,44,3,"California Sea Cucumber",3,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,44,3,"Dawson's Sun Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,44,3,"Dungeness Crab",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,44,3,"Giant Pacific Octopus",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,44,3,"Giant Spined Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,44,3,"Green Crab",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,44,3,"Green/Pallid Urchin",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,44,3,"Gumboot Chiton",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,44,3,"Hairy Triton",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,44,3,"Kelp Crab",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,44,3,"Kelp Crab (Juvenile)",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,44,3,"Large Anemone",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,44,3,"Leather Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,44,3,"Mottled Star",17,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,44,3,"Ochre Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,44,3,"Orange Cucumber",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,44,3,"Piddock Clam",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,44,3,"Pinto Abalone",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,44,3,"Plumose Anemone",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,44,3,"Purple Urchin",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,44,3,"Rainbow Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,44,3,"Red Urchin",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,44,3,"Rock Crab",2,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,44,3,"Rock Scallop",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,44,3,"Short Spined Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,44,3,"Slender Crab",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,44,3,"Sunflower Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,16,4,"Bat Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,16,4,"Blood Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,16,4,"Blue Striped Sun Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,16,4,"California Sea Cucumber",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,16,4,"Dawson's Sun Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,16,4,"Dungeness Crab",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,16,4,"Giant Pacific Octopus",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,16,4,"Giant Spined Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,16,4,"Green Crab",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,16,4,"Green/Pallid Urchin",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,16,4,"Gumboot Chiton",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,16,4,"Hairy Triton",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,16,4,"Kelp Crab",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,16,4,"Kelp Crab (Juvenile)",1,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,16,4,"Large Anemone",2,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,16,4,"Leather Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,16,4,"Mottled Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,16,4,"Ochre Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,16,4,"Orange Cucumber",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,16,4,"Piddock Clam",1,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,16,4,"Pinto Abalone",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,16,4,"Plumose Anemone",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,16,4,"Purple Urchin",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,16,4,"Rainbow Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,16,4,"Red Urchin",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,16,4,"Rock Crab",1,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,16,4,"Rock Scallop",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,16,4,"Short Spined Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,16,4,"Slender Crab",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,16,4,"Sunflower Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,19,5,"Bat Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,19,5,"Blood Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,19,5,"Blue Striped Sun Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,19,5,"California Sea Cucumber",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,19,5,"Dawson's Sun Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,19,5,"Dungeness Crab",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,19,5,"Giant Pacific Octopus",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,19,5,"Giant Spined Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,19,5,"Green Crab",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,19,5,"Green/Pallid Urchin",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,19,5,"Gumboot Chiton",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,19,5,"Hairy Triton",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,19,5,"Kelp Crab",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,19,5,"Kelp Crab (Juvenile)",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,19,5,"Large Anemone",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,19,5,"Leather Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,19,5,"Mottled Star",6,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,19,5,"Ochre Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,19,5,"Orange Cucumber",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,19,5,"Piddock Clam",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,19,5,"Pinto Abalone",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,19,5,"Plumose Anemone",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,19,5,"Purple Urchin",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,19,5,"Rainbow Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,19,5,"Red Urchin",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,19,5,"Rock Crab",2,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,19,5,"Rock Scallop",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,19,5,"Short Spined Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,19,5,"Slender Crab",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,19,5,"Sunflower Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,24.5,6,"Bat Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,24.5,6,"Blood Star",1,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,24.5,6,"Blue Striped Sun Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,24.5,6,"California Sea Cucumber",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,24.5,6,"Dawson's Sun Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,24.5,6,"Dungeness Crab",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,24.5,6,"Giant Pacific Octopus",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,24.5,6,"Giant Spined Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,24.5,6,"Green Crab",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,24.5,6,"Green/Pallid Urchin",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,24.5,6,"Gumboot Chiton",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,24.5,6,"Hairy Triton",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,24.5,6,"Kelp Crab",1,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,24.5,6,"Kelp Crab (Juvenile)",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,24.5,6,"Large Anemone",3,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,24.5,6,"Leather Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,24.5,6,"Mottled Star",1,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,24.5,6,"Ochre Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,24.5,6,"Orange Cucumber",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,24.5,6,"Piddock Clam",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,24.5,6,"Pinto Abalone",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,24.5,6,"Plumose Anemone",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,24.5,6,"Purple Urchin",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,24.5,6,"Rainbow Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,24.5,6,"Red Urchin",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,24.5,6,"Rock Crab",1,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,24.5,6,"Rock Scallop",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,24.5,6,"Short Spined Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,24.5,6,"Slender Crab",4,NA,30
"Foulweather Bluff",47.941083,-122.6012,2024,2024-08-11,24.5,6,"Sunflower Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2025,2025-09-25,22,2,"Bat Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2025,2025-09-25,22,2,"Blood Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2025,2025-09-25,22,2,"Blue Striped Sun Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2025,2025-09-25,22,2,"California Sea Cucumber",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2025,2025-09-25,22,2,"Dawson's Sun Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2025,2025-09-25,22,2,"Dungeness Crab",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2025,2025-09-25,22,2,"Giant Pacific Octopus",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2025,2025-09-25,22,2,"Giant Spined Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2025,2025-09-25,22,2,"Green Crab",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2025,2025-09-25,22,2,"Green/Pallid Urchin",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2025,2025-09-25,22,2,"Gumboot Chiton",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2025,2025-09-25,22,2,"Hairy Triton",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2025,2025-09-25,22,2,"Kelp Crab",1,NA,30
"Foulweather Bluff",47.941083,-122.6012,2025,2025-09-25,22,2,"Kelp Crab (Juvenile)",2,NA,30
"Foulweather Bluff",47.941083,-122.6012,2025,2025-09-25,22,2,"Large Anemone",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2025,2025-09-25,22,2,"Leather Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2025,2025-09-25,22,2,"Mottled Star",18,NA,30
"Foulweather Bluff",47.941083,-122.6012,2025,2025-09-25,22,2,"Ochre Star",0,NA,30
"Foulweather Bluff",47.941083,-122.6012,2025,2025-09-25,22,2,"Orange Cucumber",0,NA,30
