"Site","Latitude","Longitude","Year","Date","Transect","Classcode","Sex_Age","Amount","Size_category","Size_mean_cm","Size_min_cm","Size_max_cm","Depth_ft","depth_start_ft","depth_end_ft","Visibility_m"
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,11,"Pile Perch",NA,1,NA,15,15,15,7.5,8,7,5
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,11,"Puget Sound Rockfish",NA,0,NA,NA,NA,NA,7.5,8,7,5
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,11,"Puget Sound YOY",NA,0,NA,NA,NA,NA,7.5,8,7,5
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,11,"Quillback Rockfish",NA,0,NA,NA,NA,NA,7.5,8,7,5
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,11,"Red Irish Lord",NA,0,NA,NA,NA,NA,7.5,8,7,5
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,11,"Shiner Perch",NA,0,NA,NA,NA,NA,7.5,8,7,5
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,11,"Spiny Dogfish",NA,0,NA,NA,NA,NA,7.5,8,7,5
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,11,"Spotted Ratfish",NA,0,NA,NA,NA,NA,7.5,8,7,5
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,11,"Striped Perch",NA,1,NA,7,7,7,7.5,8,7,5
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,11,"Striped Perch",NA,1,NA,10,10,10,7.5,8,7,5
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,11,"Striped Perch",NA,2,NA,12,12,12,7.5,8,7,5
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,11,"Vermilion Rockfish",NA,0,NA,NA,NA,NA,7.5,8,7,5
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,11,"Vermillion YOY",NA,0,NA,NA,NA,NA,7.5,8,7,5
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,11,"Whitespotted Greenling",NA,0,NA,NA,NA,NA,7.5,8,7,5
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,11,"Yelloweye Rockfish",NA,0,NA,NA,NA,NA,7.5,8,7,5
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,11,"Yelloweye YOY",NA,0,NA,NA,NA,NA,7.5,8,7,5
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,11,"Yellowtail Rockfish",NA,0,NA,NA,NA,NA,7.5,8,7,5
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,12,"Black Rockfish",NA,0,NA,NA,NA,NA,10.5,9,12,5
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,12,"Black/Yellowtail YOY",NA,0,NA,NA,NA,NA,10.5,9,12,5
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,12,"Blue Rockfish",NA,0,NA,NA,NA,NA,10.5,9,12,5
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,12,"Blue/Deacon YOY",NA,0,NA,NA,NA,NA,10.5,9,12,5
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,12,"Bocaccio YOY",NA,0,NA,NA,NA,NA,10.5,9,12,5
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,12,"Brown Rockfish",NA,0,NA,NA,NA,NA,10.5,9,12,5
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,12,"Brown/Copper/Quillback YOY",NA,0,NA,NA,NA,NA,10.5,9,12,5
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,12,"Buffalo Sculpin",NA,0,NA,NA,NA,NA,10.5,9,12,5
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,12,"Cabezon",NA,0,NA,NA,NA,NA,10.5,9,12,5
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,12,"Canary Rockfish",NA,0,NA,NA,NA,NA,10.5,9,12,5
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,12,"Canary YOY",NA,0,NA,NA,NA,NA,10.5,9,12,5
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,12,"China Rockfish",NA,0,NA,NA,NA,NA,10.5,9,12,5
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,12,"Copper Rockfish",NA,0,NA,NA,NA,NA,10.5,9,12,5
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,12,"Deacon Rockfish",NA,0,NA,NA,NA,NA,10.5,9,12,5
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,12,"Forage Fish",NA,0,NA,NA,NA,NA,10.5,9,12,5
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,12,"Gopher Rockfish",NA,0,NA,NA,NA,NA,10.5,9,12,5
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,12,"Grass Rockfish",NA,0,NA,NA,NA,NA,10.5,9,12,5
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,12,"Kelp Greenling",NA,0,NA,NA,NA,NA,10.5,9,12,5
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,12,"Kelp Perch",NA,0,NA,NA,NA,NA,10.5,9,12,5
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,12,"Lingcod",NA,0,NA,NA,NA,NA,10.5,9,12,5
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,12,"Pile Perch",NA,0,NA,NA,NA,NA,10.5,9,12,5
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,12,"Puget Sound Rockfish",NA,0,NA,NA,NA,NA,10.5,9,12,5
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,12,"Puget Sound YOY",NA,0,NA,NA,NA,NA,10.5,9,12,5
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,12,"Quillback Rockfish",NA,0,NA,NA,NA,NA,10.5,9,12,5
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,12,"Red Irish Lord",NA,0,NA,NA,NA,NA,10.5,9,12,5
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,12,"Shiner Perch",NA,0,NA,NA,NA,NA,10.5,9,12,5
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,12,"Spiny Dogfish",NA,0,NA,NA,NA,NA,10.5,9,12,5
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,12,"Spotted Ratfish",NA,0,NA,NA,NA,NA,10.5,9,12,5
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,12,"Striped Perch",NA,0,NA,NA,NA,NA,10.5,9,12,5
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,12,"Vermilion Rockfish",NA,0,NA,NA,NA,NA,10.5,9,12,5
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,12,"Vermillion YOY",NA,0,NA,NA,NA,NA,10.5,9,12,5
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,12,"Whitespotted Greenling",NA,0,NA,NA,NA,NA,10.5,9,12,5
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,12,"Yelloweye Rockfish",NA,0,NA,NA,NA,NA,10.5,9,12,5
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,12,"Yelloweye YOY",NA,0,NA,NA,NA,NA,10.5,9,12,5
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,12,"Yellowtail Rockfish",NA,0,NA,NA,NA,NA,10.5,9,12,5
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,13,"Black Rockfish",NA,0,NA,NA,NA,NA,2,2,NA,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,13,"Black/Yellowtail YOY",NA,0,NA,NA,NA,NA,2,2,NA,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,13,"Blue Rockfish",NA,0,NA,NA,NA,NA,2,2,NA,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,13,"Blue/Deacon YOY",NA,0,NA,NA,NA,NA,2,2,NA,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,13,"Bocaccio YOY",NA,0,NA,NA,NA,NA,2,2,NA,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,13,"Brown Rockfish",NA,0,NA,NA,NA,NA,2,2,NA,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,13,"Brown/Copper/Quillback YOY",NA,0,NA,NA,NA,NA,2,2,NA,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,13,"Buffalo Sculpin",NA,0,NA,NA,NA,NA,2,2,NA,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,13,"Cabezon",NA,0,NA,NA,NA,NA,2,2,NA,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,13,"Canary Rockfish",NA,0,NA,NA,NA,NA,2,2,NA,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,13,"Canary YOY",NA,0,NA,NA,NA,NA,2,2,NA,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,13,"China Rockfish",NA,0,NA,NA,NA,NA,2,2,NA,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,13,"Copper Rockfish",NA,0,NA,NA,NA,NA,2,2,NA,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,13,"Deacon Rockfish",NA,0,NA,NA,NA,NA,2,2,NA,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,13,"Forage Fish",NA,0,NA,NA,NA,NA,2,2,NA,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,13,"Gopher Rockfish",NA,0,NA,NA,NA,NA,2,2,NA,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,13,"Grass Rockfish",NA,0,NA,NA,NA,NA,2,2,NA,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,13,"Kelp Greenling",NA,0,NA,NA,NA,NA,2,2,NA,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,13,"Kelp Perch",NA,0,NA,NA,NA,NA,2,2,NA,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,13,"Lingcod",NA,0,NA,NA,NA,NA,2,2,NA,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,13,"Pile Perch",NA,0,NA,NA,NA,NA,2,2,NA,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,13,"Puget Sound Rockfish",NA,0,NA,NA,NA,NA,2,2,NA,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,13,"Puget Sound YOY",NA,0,NA,NA,NA,NA,2,2,NA,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,13,"Quillback Rockfish",NA,0,NA,NA,NA,NA,2,2,NA,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,13,"Red Irish Lord",NA,0,NA,NA,NA,NA,2,2,NA,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,13,"Shiner Perch",NA,0,NA,NA,NA,NA,2,2,NA,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,13,"Spiny Dogfish",NA,0,NA,NA,NA,NA,2,2,NA,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,13,"Spotted Ratfish",NA,0,NA,NA,NA,NA,2,2,NA,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,13,"Striped Perch",NA,1,NA,11,11,11,2,2,NA,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,13,"Striped Perch",NA,2,NA,15,15,15,2,2,NA,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,13,"Vermilion Rockfish",NA,0,NA,NA,NA,NA,2,2,NA,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,13,"Vermillion YOY",NA,0,NA,NA,NA,NA,2,2,NA,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,13,"Whitespotted Greenling",NA,0,NA,NA,NA,NA,2,2,NA,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,13,"Yelloweye Rockfish",NA,0,NA,NA,NA,NA,2,2,NA,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,13,"Yelloweye YOY",NA,0,NA,NA,NA,NA,2,2,NA,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,13,"Yellowtail Rockfish",NA,0,NA,NA,NA,NA,2,2,NA,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,14,"Black Rockfish",NA,0,NA,NA,NA,NA,2,2,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,14,"Black/Yellowtail YOY",NA,0,NA,NA,NA,NA,2,2,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,14,"Blue Rockfish",NA,0,NA,NA,NA,NA,2,2,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,14,"Blue/Deacon YOY",NA,0,NA,NA,NA,NA,2,2,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,14,"Bocaccio YOY",NA,0,NA,NA,NA,NA,2,2,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,14,"Brown Rockfish",NA,0,NA,NA,NA,NA,2,2,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,14,"Brown/Copper/Quillback YOY",NA,0,NA,NA,NA,NA,2,2,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,14,"Buffalo Sculpin",NA,1,NA,17,17,17,2,2,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,14,"Cabezon",NA,0,NA,NA,NA,NA,2,2,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,14,"Canary Rockfish",NA,0,NA,NA,NA,NA,2,2,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,14,"Canary YOY",NA,0,NA,NA,NA,NA,2,2,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,14,"China Rockfish",NA,0,NA,NA,NA,NA,2,2,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,14,"Copper Rockfish",NA,0,NA,NA,NA,NA,2,2,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,14,"Deacon Rockfish",NA,0,NA,NA,NA,NA,2,2,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,14,"Forage Fish",NA,0,NA,NA,NA,NA,2,2,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,14,"Gopher Rockfish",NA,0,NA,NA,NA,NA,2,2,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,14,"Grass Rockfish",NA,0,NA,NA,NA,NA,2,2,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,14,"Kelp Greenling",NA,0,NA,NA,NA,NA,2,2,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,14,"Kelp Perch",NA,0,NA,NA,NA,NA,2,2,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,14,"Lingcod",NA,0,NA,NA,NA,NA,2,2,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,14,"Pile Perch",NA,0,NA,NA,NA,NA,2,2,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,14,"Puget Sound Rockfish",NA,0,NA,NA,NA,NA,2,2,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,14,"Puget Sound YOY",NA,0,NA,NA,NA,NA,2,2,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,14,"Quillback Rockfish",NA,0,NA,NA,NA,NA,2,2,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,14,"Red Irish Lord",NA,0,NA,NA,NA,NA,2,2,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,14,"Shiner Perch",NA,0,NA,NA,NA,NA,2,2,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,14,"Spiny Dogfish",NA,0,NA,NA,NA,NA,2,2,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,14,"Spotted Ratfish",NA,0,NA,NA,NA,NA,2,2,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,14,"Striped Perch",NA,1,NA,21,21,21,2,2,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,14,"Striped Perch",NA,1,NA,11,11,11,2,2,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,14,"Vermilion Rockfish",NA,0,NA,NA,NA,NA,2,2,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,14,"Vermillion YOY",NA,0,NA,NA,NA,NA,2,2,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,14,"Whitespotted Greenling",NA,0,NA,NA,NA,NA,2,2,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,14,"Yelloweye Rockfish",NA,0,NA,NA,NA,NA,2,2,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,14,"Yelloweye YOY",NA,0,NA,NA,NA,NA,2,2,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,14,"Yellowtail Rockfish",NA,0,NA,NA,NA,NA,2,2,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,15,"Black Rockfish",NA,0,NA,NA,NA,NA,2.5,3,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,15,"Black/Yellowtail YOY",NA,0,NA,NA,NA,NA,2.5,3,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,15,"Blue Rockfish",NA,0,NA,NA,NA,NA,2.5,3,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,15,"Blue/Deacon YOY",NA,0,NA,NA,NA,NA,2.5,3,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,15,"Bocaccio YOY",NA,0,NA,NA,NA,NA,2.5,3,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,15,"Brown Rockfish",NA,0,NA,NA,NA,NA,2.5,3,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,15,"Brown/Copper/Quillback YOY",NA,0,NA,NA,NA,NA,2.5,3,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,15,"Buffalo Sculpin",NA,0,NA,NA,NA,NA,2.5,3,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,15,"Cabezon",NA,0,NA,NA,NA,NA,2.5,3,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,15,"Canary Rockfish",NA,0,NA,NA,NA,NA,2.5,3,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,15,"Canary YOY",NA,0,NA,NA,NA,NA,2.5,3,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,15,"China Rockfish",NA,0,NA,NA,NA,NA,2.5,3,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,15,"Copper Rockfish",NA,0,NA,NA,NA,NA,2.5,3,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,15,"Deacon Rockfish",NA,0,NA,NA,NA,NA,2.5,3,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,15,"Forage Fish",NA,0,NA,NA,NA,NA,2.5,3,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,15,"Gopher Rockfish",NA,0,NA,NA,NA,NA,2.5,3,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,15,"Grass Rockfish",NA,0,NA,NA,NA,NA,2.5,3,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,15,"Kelp Greenling",NA,0,NA,NA,NA,NA,2.5,3,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,15,"Kelp Perch",NA,0,NA,NA,NA,NA,2.5,3,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,15,"Lingcod",NA,0,NA,NA,NA,NA,2.5,3,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,15,"Pile Perch",NA,0,NA,NA,NA,NA,2.5,3,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,15,"Puget Sound Rockfish",NA,0,NA,NA,NA,NA,2.5,3,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,15,"Puget Sound YOY",NA,0,NA,NA,NA,NA,2.5,3,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,15,"Quillback Rockfish",NA,0,NA,NA,NA,NA,2.5,3,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,15,"Red Irish Lord",NA,0,NA,NA,NA,NA,2.5,3,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,15,"Shiner Perch",NA,0,NA,NA,NA,NA,2.5,3,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,15,"Spiny Dogfish",NA,0,NA,NA,NA,NA,2.5,3,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,15,"Spotted Ratfish",NA,0,NA,NA,NA,NA,2.5,3,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,15,"Striped Perch",NA,0,NA,NA,NA,NA,2.5,3,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,15,"Vermilion Rockfish",NA,0,NA,NA,NA,NA,2.5,3,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,15,"Vermillion YOY",NA,0,NA,NA,NA,NA,2.5,3,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,15,"Whitespotted Greenling",NA,0,NA,NA,NA,NA,2.5,3,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,15,"Yelloweye Rockfish",NA,0,NA,NA,NA,NA,2.5,3,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,15,"Yelloweye YOY",NA,0,NA,NA,NA,NA,2.5,3,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,15,"Yellowtail Rockfish",NA,0,NA,NA,NA,NA,2.5,3,2,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,16,"Black Rockfish",NA,0,NA,NA,NA,NA,10,11,9,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,16,"Black/Yellowtail YOY",NA,0,NA,NA,NA,NA,10,11,9,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,16,"Blue Rockfish",NA,0,NA,NA,NA,NA,10,11,9,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,16,"Blue/Deacon YOY",NA,0,NA,NA,NA,NA,10,11,9,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,16,"Bocaccio YOY",NA,0,NA,NA,NA,NA,10,11,9,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,16,"Brown Rockfish",NA,0,NA,NA,NA,NA,10,11,9,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,16,"Brown/Copper/Quillback YOY",NA,0,NA,NA,NA,NA,10,11,9,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,16,"Buffalo Sculpin",NA,1,NA,20,20,20,10,11,9,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,16,"Buffalo Sculpin",NA,2,NA,14,14,14,10,11,9,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,16,"Cabezon",NA,0,NA,NA,NA,NA,10,11,9,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,16,"Canary Rockfish",NA,0,NA,NA,NA,NA,10,11,9,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,16,"Canary YOY",NA,0,NA,NA,NA,NA,10,11,9,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,16,"China Rockfish",NA,0,NA,NA,NA,NA,10,11,9,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,16,"Copper Rockfish",NA,0,NA,NA,NA,NA,10,11,9,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,16,"Deacon Rockfish",NA,0,NA,NA,NA,NA,10,11,9,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,16,"Forage Fish",NA,0,NA,NA,NA,NA,10,11,9,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,16,"Gopher Rockfish",NA,0,NA,NA,NA,NA,10,11,9,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,16,"Grass Rockfish",NA,0,NA,NA,NA,NA,10,11,9,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,16,"Kelp Greenling",NA,0,NA,NA,NA,NA,10,11,9,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,16,"Kelp Perch",NA,0,NA,NA,NA,NA,10,11,9,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,16,"Lingcod",NA,0,NA,NA,NA,NA,10,11,9,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,16,"Pile Perch",NA,0,NA,NA,NA,NA,10,11,9,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,16,"Puget Sound Rockfish",NA,0,NA,NA,NA,NA,10,11,9,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,16,"Puget Sound YOY",NA,0,NA,NA,NA,NA,10,11,9,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,16,"Quillback Rockfish",NA,0,NA,NA,NA,NA,10,11,9,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,16,"Red Irish Lord",NA,0,NA,NA,NA,NA,10,11,9,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,16,"Shiner Perch",NA,0,NA,NA,NA,NA,10,11,9,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,16,"Spiny Dogfish",NA,0,NA,NA,NA,NA,10,11,9,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,16,"Spotted Ratfish",NA,0,NA,NA,NA,NA,10,11,9,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,16,"Striped Perch",NA,0,NA,NA,NA,NA,10,11,9,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,16,"Vermilion Rockfish",NA,0,NA,NA,NA,NA,10,11,9,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,16,"Vermillion YOY",NA,0,NA,NA,NA,NA,10,11,9,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,16,"Whitespotted Greenling",NA,0,NA,NA,NA,NA,10,11,9,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,16,"Yelloweye Rockfish",NA,0,NA,NA,NA,NA,10,11,9,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,16,"Yelloweye YOY",NA,0,NA,NA,NA,NA,10,11,9,NA
"Fox Island East Wall",47.228194,-122.589757,2025,2025-08-31,16,"Yellowtail Rockfish",NA,0,NA,NA,NA,NA,10,11,9,NA
